Post,Huishouden,Woonsituatie,Inkomen,Jaar,Bedrag
 water,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,19
 lokale lasten,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,59
 telefoon televisie internet,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,66
 verzekeringen,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,202
 onderwijs,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,66
 kinderopvang,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,0
 contributies en abonnementen,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,74
 vervoer,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,122
VASTE LASTEN,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,1.394
 kleding en schoenen,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,158
 inventaris,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,107
 onderhoud huis en tuin,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,79
 niet-vergoede ziektekosten,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,38
 vrijetijdsuitgaven,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,128
RESERVERINGSUITGAVEN,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,510
 voeding,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,531
 overige huishoudelijke uitgaven,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,165
HUISHOUDELIJKE UITGAVEN,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,697
OVERSCHOT/TEKORT,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,0
TOTAAL INKOMEN,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,3.350
TOTAAL UITGAVEN,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,3.350
 huur/hypotheek,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,648
 gas,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,107
 elektriciteit,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,76
 water,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,21
 lokale lasten,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,59
 telefoon televisie internet,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,85
 verzekeringen,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,245
 onderwijs,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,66
 kinderopvang,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,0
 contributies en abonnementen,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,116
 vervoer,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,330
VASTE LASTEN,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,1.752
 kleding en schoenen,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,193
 inventaris,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,158
 onderhoud huis en tuin,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,127
 niet-vergoede ziektekosten,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,38
 vrijetijdsuitgaven,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,355
RESERVERINGSUITGAVEN,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,872
 voeding,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,531
 overige huishoudelijke uitgaven,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,195
HUISHOUDELIJKE UITGAVEN,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,726
OVERSCHOT/TEKORT,Eenouder met 3 kinderen,gemiddelde hypotheek,3350,2019,0
TOTAAL INKOMEN,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,4.700
TOTAAL UITGAVEN,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,4.367
 huur/hypotheek,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,828
 gas,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,110
 elektriciteit,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,78
 water,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,21
 lokale lasten,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,59
 telefoon televisie internet,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,99
 verzekeringen,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,283
 onderwijs,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,66
 kinderopvang,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,0
 contributies en abonnementen,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,162
 vervoer,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,563
VASTE LASTEN,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,2.269
 kleding en schoenen,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,243
 inventaris,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,210
 onderhoud huis en tuin,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,202
 niet-vergoede ziektekosten,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,47
 vrijetijdsuitgaven,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,626
RESERVERINGSUITGAVEN,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,1.329
 voeding,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,531
 overige huishoudelijke uitgaven,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,239
HUISHOUDELIJKE UITGAVEN,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,770
OVERSCHOT/TEKORT,Eenouder met 3 kinderen,gemiddelde hypotheek,4700,2019,333
TOTAAL INKOMEN,Paar zonder kinderen,gemiddelde huur,1800,2019,1.800
TOTAAL UITGAVEN,Paar zonder kinderen,gemiddelde huur,1800,2019,1.800
 huur/hypotheek,Paar zonder kinderen,gemiddelde huur,1800,2019,295
 gas,Paar zonder kinderen,gemiddelde huur,1800,2019,78
 elektriciteit,Paar zonder kinderen,gemiddelde huur,1800,2019,51
 water,Paar zonder kinderen,gemiddelde huur,1800,2019,13
 lokale lasten,Paar zonder kinderen,gemiddelde huur,1800,2019,59
 telefoon televisie internet,Paar zonder kinderen,gemiddelde huur,1800,2019,66
 verzekeringen,Paar zonder kinderen,gemiddelde huur,1800,2019,329
 onderwijs,Paar zonder kinderen,gemiddelde huur,1800,2019,0
 kinderopvang,Paar zonder kinderen,gemiddelde huur,1800,2019,0
 contributies en abonnementen,Paar zonder kinderen,gemiddelde huur,1800,2019,40
 vervoer,Paar zonder kinderen,gemiddelde huur,1800,2019,48
VASTE LASTEN,Paar zonder kinderen,gemiddelde huur,1800,2019,979
 kleding en schoenen,Paar zonder kinderen,gemiddelde huur,1800,2019,105
 inventaris,Paar zonder kinderen,gemiddelde huur,1800,2019,77
 onderhoud huis en tuin,Paar zonder kinderen,gemiddelde huur,1800,2019,23
 niet-vergoede ziektekosten,Paar zonder kinderen,gemiddelde huur,1800,2019,74
 vrijetijdsuitgaven,Paar zonder kinderen,gemiddelde huur,1800,2019,58
RESERVERINGSUITGAVEN,Paar zonder kinderen,gemiddelde huur,1800,2019,337
 voeding,Paar zonder kinderen,gemiddelde huur,1800,2019,390
 overige huishoudelijke uitgaven,Paar zonder kinderen,gemiddelde huur,1800,2019,94
HUISHOUDELIJKE UITGAVEN,Paar zonder kinderen,gemiddelde huur,1800,2019,484
OVERSCHOT/TEKORT,Paar zonder kinderen,gemiddelde huur,1800,2019,0
TOTAAL INKOMEN,Paar zonder kinderen,gemiddelde huur,2300,2019,2.300
TOTAAL UITGAVEN,Paar zonder kinderen,gemiddelde huur,2300,2019,2.300
 huur/hypotheek,Paar zonder kinderen,gemiddelde huur,2300,2019,570
 gas,Paar zonder kinderen,gemiddelde huur,2300,2019,81
 elektriciteit,Paar zonder kinderen,gemiddelde huur,2300,2019,53
 water,Paar zonder kinderen,gemiddelde huur,2300,2019,14
 lokale lasten,Paar zonder kinderen,gemiddelde huur,2300,2019,59
 telefoon televisie internet,Paar zonder kinderen,gemiddelde huur,2300,2019,74
 verzekeringen,Paar zonder kinderen,gemiddelde huur,2300,2019,337
 onderwijs,Paar zonder kinderen,gemiddelde huur,2300,2019,0
 kinderopvang,Paar zonder kinderen,gemiddelde huur,2300,2019,0
 contributies en abonnementen,Paar zonder kinderen,gemiddelde huur,2300,2019,49
 vervoer,Paar zonder kinderen,gemiddelde huur,2300,2019,128
VASTE LASTEN,Paar zonder kinderen,gemiddelde huur,2300,2019,1.366
 kleding en schoenen,Paar zonder kinderen,gemiddelde huur,2300,2019,106
 inventaris,Paar zonder kinderen,gemiddelde huur,2300,2019,85
 onderhoud huis en tuin,Paar zonder kinderen,gemiddelde huur,2300,2019,25
 niet-vergoede ziektekosten,Paar zonder kinderen,gemiddelde huur,2300,2019,74
 vrijetijdsuitgaven,Paar zonder kinderen,gemiddelde huur,2300,2019,142
RESERVERINGSUITGAVEN,Paar zonder kinderen,gemiddelde huur,2300,2019,432
 voeding,Paar zonder kinderen,gemiddelde huur,2300,2019,390
 overige huishoudelijke uitgaven,Paar zonder kinderen,gemiddelde huur,2300,2019,113
HUISHOUDELIJKE UITGAVEN,Paar zonder kinderen,gemiddelde huur,2300,2019,502
OVERSCHOT/TEKORT,Paar zonder kinderen,gemiddelde huur,2300,2019,0
TOTAAL INKOMEN,Paar zonder kinderen,gemiddelde huur,3650,2019,3.650
TOTAAL UITGAVEN,Paar zonder kinderen,gemiddelde huur,3650,2019,3.251
 huur/hypotheek,Paar zonder kinderen,gemiddelde huur,3650,2019,656
 gas,Paar zonder kinderen,gemiddelde huur,3650,2019,87
 elektriciteit,Paar zonder kinderen,gemiddelde huur,3650,2019,57
 water,Paar zonder kinderen,gemiddelde huur,3650,2019,15
 lokale lasten,Paar zonder kinderen,gemiddelde huur,3650,2019,59
 telefoon televisie internet,Paar zonder kinderen,gemiddelde huur,3650,2019,93
 verzekeringen,Paar zonder kinderen,gemiddelde huur,3650,2019,369
 onderwijs,Paar zonder kinderen,gemiddelde huur,3650,2019,0
 kinderopvang,Paar zonder kinderen,gemiddelde huur,3650,2019,0
 contributies en abonnementen,Paar zonder kinderen,gemiddelde huur,3650,2019,91
 vervoer,Paar zonder kinderen,gemiddelde huur,3650,2019,414
VASTE LASTEN,Paar zonder kinderen,gemiddelde huur,3650,2019,1.842
 kleding en schoenen,Paar zonder kinderen,gemiddelde huur,3650,2019,142
 inventaris,Paar zonder kinderen,gemiddelde huur,3650,2019,127
 onderhoud huis en tuin,Paar zonder kinderen,gemiddelde huur,3650,2019,36
 niet-vergoede ziektekosten,Paar zonder kinderen,gemiddelde huur,3650,2019,74
 vrijetijdsuitgaven,Paar zonder kinderen,gemiddelde huur,3650,2019,463
RESERVERINGSUITGAVEN,Paar zonder kinderen,gemiddelde huur,3650,2019,842
 voeding,Paar zonder kinderen,gemiddelde huur,3650,2019,390
 overige huishoudelijke uitgaven,Paar zonder kinderen,gemiddelde huur,3650,2019,178
HUISHOUDELIJKE UITGAVEN,Paar zonder kinderen,gemiddelde huur,3650,2019,568
OVERSCHOT/TEKORT,Paar zonder kinderen,gemiddelde huur,3650,2019,399
TOTAAL INKOMEN,Paar zonder kinderen,gemiddelde huur,4400,2019,4.400
TOTAAL UITGAVEN,Paar zonder kinderen,gemiddelde huur,4400,2019,3.597
 huur/hypotheek,Paar zonder kinderen,gemiddelde huur,4400,2019,757
 gas,Paar zonder kinderen,gemiddelde huur,4400,2019,87
 elektriciteit,Paar zonder kinderen,gemiddelde huur,4400,2019,57
 water,Paar zonder kinderen,gemiddelde huur,4400,2019,15
 lokale lasten,Paar zonder kinderen,gemiddelde huur,4400,2019,59
 telefoon televisie internet,Paar zonder kinderen,gemiddelde huur,4400,2019,96
 verzekeringen,Paar zonder kinderen,gemiddelde huur,4400,2019,379
 onderwijs,Paar zonder kinderen,gemiddelde huur,4400,2019,0
 kinderopvang,Paar zonder kinderen,gemiddelde huur,4400,2019,0
 contributies en abonnementen,Paar zonder kinderen,gemiddelde huur,4400,2019,106
 vervoer,Paar zonder kinderen,gemiddelde huur,4400,2019,488
VASTE LASTEN,Paar zonder kinderen,gemiddelde huur,4400,2019,2.042
 kleding en schoenen,Paar zonder kinderen,gemiddelde huur,4400,2019,160
 inventaris,Paar zonder kinderen,gemiddelde huur,4400,2019,142
 onderhoud huis en tuin,Paar zonder kinderen,gemiddelde huur,4400,2019,41
 niet-vergoede ziektekosten,Paar zonder kinderen,gemiddelde huur,4400,2019,74
 vrijetijdsuitgaven,Paar zonder kinderen,gemiddelde huur,4400,2019,553
RESERVERINGSUITGAVEN,Paar zonder kinderen,gemiddelde huur,4400,2019,970
 voeding,Paar zonder kinderen,gemiddelde huur,4400,2019,390
 overige huishoudelijke uitgaven,Paar zonder kinderen,gemiddelde huur,4400,2019,194
HUISHOUDELIJKE UITGAVEN,Paar zonder kinderen,gemiddelde huur,4400,2019,584
OVERSCHOT/TEKORT,Paar zonder kinderen,gemiddelde huur,4400,2019,803
TOTAAL INKOMEN,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,1.900
TOTAAL UITGAVEN,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,1.900
 huur/hypotheek,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,257
 gas,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,79
 elektriciteit,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,52
 water,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,13
 lokale lasten,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,59
 telefoon televisie internet,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,69
 verzekeringen,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,353
 onderwijs,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,0
 kinderopvang,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,0
 contributies en abonnementen,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,42
 vervoer,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,70
VASTE LASTEN,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,994
 kleding en schoenen,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,105
 inventaris,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,83
 onderhoud huis en tuin,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,72
 niet-vergoede ziektekosten,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,74
 vrijetijdsuitgaven,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,80
RESERVERINGSUITGAVEN,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,415
 voeding,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,390
 overige huishoudelijke uitgaven,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,102
HUISHOUDELIJKE UITGAVEN,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,491
OVERSCHOT/TEKORT,Paar zonder kinderen,gemiddelde hypotheek,1900,2019,0
TOTAAL INKOMEN,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,3.900
TOTAAL UITGAVEN,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,3.383
 huur/hypotheek,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,498
 gas,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,87
 elektriciteit,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,57
 water,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,15
 lokale lasten,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,59
 telefoon televisie internet,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,94
 verzekeringen,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,408
 onderwijs,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,0
 kinderopvang,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,0
 contributies en abonnementen,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,96
 vervoer,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,439
VASTE LASTEN,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,1.753
 kleding en schoenen,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,148
 inventaris,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,172
 onderhoud huis en tuin,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,149
 niet-vergoede ziektekosten,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,74
 vrijetijdsuitgaven,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,493
RESERVERINGSUITGAVEN,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,1.036
 voeding,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,390
 overige huishoudelijke uitgaven,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,204
HUISHOUDELIJKE UITGAVEN,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,594
OVERSCHOT/TEKORT,Paar zonder kinderen,gemiddelde hypotheek,3900,2019,517
TOTAAL INKOMEN,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,4.650
TOTAAL UITGAVEN,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,3.796
 huur/hypotheek,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,638
 gas,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,87
 elektriciteit,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,57
 water,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,15
 lokale lasten,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,59
 telefoon televisie internet,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,96
 verzekeringen,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,417
 onderwijs,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,0
 kinderopvang,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,0
 contributies en abonnementen,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,110
 vervoer,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,513
VASTE LASTEN,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,1.993
 kleding en schoenen,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,167
 inventaris,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,187
 onderhoud huis en tuin,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,182
 niet-vergoede ziektekosten,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,74
 vrijetijdsuitgaven,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,583
RESERVERINGSUITGAVEN,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,1.193
 voeding,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,390
 overige huishoudelijke uitgaven,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,221
HUISHOUDELIJKE UITGAVEN,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,610
OVERSCHOT/TEKORT,Paar zonder kinderen,gemiddelde hypotheek,4650,2019,854
TOTAAL INKOMEN,Paar met 1 kind,gemiddelde huur,2300,2019,2.300
TOTAAL UITGAVEN,Paar met 1 kind,gemiddelde huur,2300,2019,2.300
 huur/hypotheek,Paar met 1 kind,gemiddelde huur,2300,2019,579
 gas,Paar met 1 kind,gemiddelde huur,2300,2019,100
 elektriciteit,Paar met 1 kind,gemiddelde huur,2300,2019,62
 water,Paar met 1 kind,gemiddelde huur,2300,2019,17
 lokale lasten,Paar met 1 kind,gemiddelde huur,2300,2019,59
 telefoon televisie internet,Paar met 1 kind,gemiddelde huur,2300,2019,68
 verzekeringen,Paar met 1 kind,gemiddelde huur,2300,2019,333
 onderwijs,Paar met 1 kind,gemiddelde huur,2300,2019,5
 kinderopvang,Paar met 1 kind,gemiddelde huur,2300,2019,0
 contributies en abonnementen,Paar met 1 kind,gemiddelde huur,2300,2019,56
 vervoer,Paar met 1 kind,gemiddelde huur,2300,2019,86
VASTE LASTEN,Paar met 1 kind,gemiddelde huur,2300,2019,1.364
 kleding en schoenen,Paar met 1 kind,gemiddelde huur,2300,2019,137
 inventaris,Paar met 1 kind,gemiddelde huur,2300,2019,87
 onderhoud huis en tuin,Paar met 1 kind,gemiddelde huur,2300,2019,24
 niet-vergoede ziektekosten,Paar met 1 kind,gemiddelde huur,2300,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,gemiddelde huur,2300,2019,98
RESERVERINGSUITGAVEN,Paar met 1 kind,gemiddelde huur,2300,2019,419
 voeding,Paar met 1 kind,gemiddelde huur,2300,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,gemiddelde huur,2300,2019,127
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,gemiddelde huur,2300,2019,517
OVERSCHOT/TEKORT,Paar met 1 kind,gemiddelde huur,2300,2019,0
TOTAAL INKOMEN,Paar met 1 kind,gemiddelde huur,2400,2019,2.400
TOTAAL UITGAVEN,Paar met 1 kind,gemiddelde huur,2400,2019,2.400
 huur/hypotheek,Paar met 1 kind,gemiddelde huur,2400,2019,580
 gas,Paar met 1 kind,gemiddelde huur,2400,2019,102
 elektriciteit,Paar met 1 kind,gemiddelde huur,2400,2019,63
 water,Paar met 1 kind,gemiddelde huur,2400,2019,17
 lokale lasten,Paar met 1 kind,gemiddelde huur,2400,2019,59
 telefoon televisie internet,Paar met 1 kind,gemiddelde huur,2400,2019,72
 verzekeringen,Paar met 1 kind,gemiddelde huur,2400,2019,337
 onderwijs,Paar met 1 kind,gemiddelde huur,2400,2019,5
 kinderopvang,Paar met 1 kind,gemiddelde huur,2400,2019,0
 contributies en abonnementen,Paar met 1 kind,gemiddelde huur,2400,2019,62
 vervoer,Paar met 1 kind,gemiddelde huur,2400,2019,122
VASTE LASTEN,Paar met 1 kind,gemiddelde huur,2400,2019,1.417
 kleding en schoenen,Paar met 1 kind,gemiddelde huur,2400,2019,137
 inventaris,Paar met 1 kind,gemiddelde huur,2400,2019,91
 onderhoud huis en tuin,Paar met 1 kind,gemiddelde huur,2400,2019,24
 niet-vergoede ziektekosten,Paar met 1 kind,gemiddelde huur,2400,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,gemiddelde huur,2400,2019,133
RESERVERINGSUITGAVEN,Paar met 1 kind,gemiddelde huur,2400,2019,460
 voeding,Paar met 1 kind,gemiddelde huur,2400,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,gemiddelde huur,2400,2019,132
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,gemiddelde huur,2400,2019,522
OVERSCHOT/TEKORT,Paar met 1 kind,gemiddelde huur,2400,2019,0
TOTAAL INKOMEN,Paar met 1 kind,gemiddelde huur,3750,2019,3.750
TOTAAL UITGAVEN,Paar met 1 kind,gemiddelde huur,3750,2019,3.375
 huur/hypotheek,Paar met 1 kind,gemiddelde huur,3750,2019,595
 gas,Paar met 1 kind,gemiddelde huur,3750,2019,110
 elektriciteit,Paar met 1 kind,gemiddelde huur,3750,2019,68
 water,Paar met 1 kind,gemiddelde huur,3750,2019,19
 lokale lasten,Paar met 1 kind,gemiddelde huur,3750,2019,59
 telefoon televisie internet,Paar met 1 kind,gemiddelde huur,3750,2019,94
 verzekeringen,Paar met 1 kind,gemiddelde huur,3750,2019,375
 onderwijs,Paar met 1 kind,gemiddelde huur,3750,2019,5
 kinderopvang,Paar met 1 kind,gemiddelde huur,3750,2019,0
 contributies en abonnementen,Paar met 1 kind,gemiddelde huur,3750,2019,121
 vervoer,Paar met 1 kind,gemiddelde huur,3750,2019,446
VASTE LASTEN,Paar met 1 kind,gemiddelde huur,3750,2019,1.891
 kleding en schoenen,Paar met 1 kind,gemiddelde huur,3750,2019,171
 inventaris,Paar met 1 kind,gemiddelde huur,3750,2019,140
 onderhoud huis en tuin,Paar met 1 kind,gemiddelde huur,3750,2019,37
 niet-vergoede ziektekosten,Paar met 1 kind,gemiddelde huur,3750,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,gemiddelde huur,3750,2019,480
RESERVERINGSUITGAVEN,Paar met 1 kind,gemiddelde huur,3750,2019,903
 voeding,Paar met 1 kind,gemiddelde huur,3750,2019,393
